id,prompt,model_x,model_y,winner,left,right
811,13,91,8,right,Luminous Base,Dolly v2 (7B)
812,13,31,91,right,Falcon Instruct (40B),Luminous Base
813,13,30,91,right,Falcon Instruct (7B),Luminous Base
814,13,81,91,left,GPT 3.5 Turbo,Luminous Base
815,13,82,91,left,GPT 3.5 Turbo (16k),Luminous Base
816,13,80,91,left,GPT 4,Luminous Base
817,13,91,4,right,Luminous Base,GPT-NeoXT-Chat-Base (20B)
818,13,91,32,right,Luminous Base,Guanaco (13B)
819,13,91,33,left,Luminous Base,Guanaco (33B)
820,13,91,34,right,Luminous Base,Guanaco (65B)
821,13,91,85,right,Luminous Base,Jurassic 2 Light
822,13,86,91,left,Jurassic 2 Mid,Luminous Base
823,13,91,87,right,Luminous Base,Jurassic 2 Ultra
824,13,91,23,right,Luminous Base,Koala (13B)
825,13,22,91,left,LLaMA 2 SFT v10 (70B),Luminous Base
826,13,91,16,right,Luminous Base,LLaMA-2-Chat (13B)
827,13,17,91,left,LLaMA-2-Chat (70B),Luminous Base
828,13,91,15,right,Luminous Base,LLaMA-2-Chat (7B)
829,13,88,19,tie,Luminous Supreme,Code Llama Instruct (13B)
830,13,20,88,left,Code Llama Instruct (34B),Luminous Supreme
831,13,19,12,tie,Code Llama Instruct (13B),StarCoderChat Alpha (16B)
832,13,12,20,right,StarCoderChat Alpha (16B),Code Llama Instruct (34B)
833,13,14,12,left,Open-Assistant Pythia SFT-4 (12B),StarCoderChat Alpha (16B)
834,13,93,91,right,Luminous Base Control,Luminous Base
835,13,91,92,right,Luminous Base,Luminous Extended Control
836,13,92,90,tie,Luminous Extended Control,Luminous Extended
837,13,89,91,left,Luminous Supreme Control,Luminous Base
838,13,89,90,left,Luminous Supreme Control,Luminous Extended
839,13,91,28,right,Luminous Base,MPT-Chat (30B)
840,13,90,28,right,Luminous Extended,MPT-Chat (30B)
841,13,27,91,left,MPT-Chat (7B),Luminous Base
842,13,90,27,right,Luminous Extended,MPT-Chat (7B)
843,13,91,96,right,Luminous Base,Mythalion 13B
844,13,90,96,right,Luminous Extended,Mythalion 13B
845,13,11,91,right,MythoMax-L2 (13B),Luminous Base
846,13,11,90,left,MythoMax-L2 (13B),Luminous Extended
847,13,13,91,right,Open-Assistant StableLM SFT-7 (7B),Luminous Base
848,13,90,13,right,Luminous Extended,Open-Assistant StableLM SFT-7 (7B)
849,13,91,94,right,Luminous Base,PaLM 2 Bison
850,13,94,90,left,PaLM 2 Bison,Luminous Extended
851,13,95,91,left,PaLM 2 Bison (Code Chat),Luminous Base
852,13,90,95,right,Luminous Extended,PaLM 2 Bison (Code Chat)
853,13,10,91,left,Platypus-2 Instruct (70B),Luminous Base
854,13,10,90,left,Platypus-2 Instruct (70B),Luminous Extended
855,13,2,91,left,Pythia-Chat-Base (7B),Luminous Base
856,13,2,90,left,Pythia-Chat-Base (7B),Luminous Extended
857,13,6,91,left,Qwen-Chat (7B),Luminous Base
858,13,90,6,right,Luminous Extended,Qwen-Chat (7B)
859,13,99,91,left,ReMM SLERP L2 13B,Luminous Base
860,13,99,90,left,ReMM SLERP L2 13B,Luminous Extended
861,13,1,91,right,RedPajama-INCITE Chat (3B),Luminous Base
862,13,1,90,tie,RedPajama-INCITE Chat (3B),Luminous Extended
863,13,91,3,right,Luminous Base,RedPajama-INCITE Chat (7B)
864,13,90,3,right,Luminous Extended,RedPajama-INCITE Chat (7B)
865,13,25,91,left,Vicuna v1.3 (13B),Luminous Base
866,13,90,25,right,Luminous Extended,Vicuna v1.3 (13B)
867,13,24,91,right,Vicuna v1.3 (7B),Luminous Base
868,13,24,90,tie,Vicuna v1.3 (7B),Luminous Extended
869,13,91,26,right,Luminous Base,Vicuna v1.5 (13B)
870,13,90,26,right,Luminous Extended,Vicuna v1.5 (13B)
871,13,91,21,right,Luminous Base,Vicuna-FastChat-T5 (3B)
872,13,90,21,right,Luminous Extended,Vicuna-FastChat-T5 (3B)
873,13,75,91,left,command,Luminous Base
874,13,75,90,left,command,Luminous Extended
875,13,75,98,left,command,Weaver 12k
876,13,91,79,right,Luminous Base,command-nightly
877,13,90,79,right,Luminous Extended,command-nightly
878,13,98,79,right,Weaver 12k,command-nightly
879,13,14,90,left,Open-Assistant Pythia SFT-4 (12B),Luminous Extended
880,13,90,76,right,Luminous Extended,command-light
881,13,76,12,left,command-light,StarCoderChat Alpha (16B)
882,13,98,76,right,Weaver 12k,command-light
1035,20,97,98,left,Airoboros L2 70B,Weaver 12k
1036,20,29,98,right,Alpaca (7B),Weaver 12k
1037,20,5,98,right,Chronos Hermes (13B),Weaver 12k
1038,20,83,98,left,Claude Instant v1,Weaver 12k
1039,20,98,101,right,Weaver 12k,Claude v1
1040,20,100,98,left,Claude v1.2,Weaver 12k
1041,20,84,98,left,Claude v2,Weaver 12k
1042,20,19,98,right,Code Llama Instruct (13B),Weaver 12k
1043,20,20,98,right,Code Llama Instruct (34B),Weaver 12k
1044,20,18,98,left,Code Llama Instruct (7B),Weaver 12k
1045,20,98,7,left,Weaver 12k,Dolly v2 (3B)
1046,20,8,98,right,Dolly v2 (7B),Weaver 12k
1047,20,98,31,right,Weaver 12k,Falcon Instruct (40B)
1048,20,98,30,left,Weaver 12k,Falcon Instruct (7B)
1049,20,98,81,right,Weaver 12k,GPT 3.5 Turbo
1050,20,82,98,left,GPT 3.5 Turbo (16k),Weaver 12k
1051,20,80,98,left,GPT 4,Weaver 12k
1052,20,4,98,right,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1053,20,98,34,right,Weaver 12k,Guanaco (65B)
1054,20,85,98,right,Jurassic 2 Light,Weaver 12k
1055,20,98,86,right,Weaver 12k,Jurassic 2 Mid
1056,20,98,87,right,Weaver 12k,Jurassic 2 Ultra
1057,20,23,98,right,Koala (13B),Weaver 12k
1058,20,98,22,right,Weaver 12k,LLaMA 2 SFT v10 (70B)
1059,20,98,16,left,Weaver 12k,LLaMA-2-Chat (13B)
1060,20,17,98,left,LLaMA-2-Chat (70B),Weaver 12k
1061,20,15,98,tie,LLaMA-2-Chat (7B),Weaver 12k
1062,20,98,28,right,Weaver 12k,MPT-Chat (30B)
1063,20,98,27,left,Weaver 12k,MPT-Chat (7B)
1064,20,98,96,left,Weaver 12k,Mythalion 13B
1065,20,11,98,right,MythoMax-L2 (13B),Weaver 12k
1066,20,98,14,left,Weaver 12k,Open-Assistant Pythia SFT-4 (12B)
1067,20,94,98,left,PaLM 2 Bison,Weaver 12k
1068,20,98,95,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1069,20,10,98,left,Platypus-2 Instruct (70B),Weaver 12k
1070,20,98,2,left,Weaver 12k,Pythia-Chat-Base (7B)
1071,20,99,98,right,ReMM SLERP L2 13B,Weaver 12k
1072,20,98,12,left,Weaver 12k,StarCoderChat Alpha (16B)
1073,20,98,25,right,Weaver 12k,Vicuna v1.3 (13B)
1074,20,98,24,left,Weaver 12k,Vicuna v1.3 (7B)
1075,20,26,98,left,Vicuna v1.5 (13B),Weaver 12k
1076,20,98,21,left,Weaver 12k,Vicuna-FastChat-T5 (3B)
1077,20,97,76,left,Airoboros L2 70B,command-light
1078,20,29,76,tie,Alpaca (7B),command-light
1079,20,5,76,left,Chronos Hermes (13B),command-light
1080,20,83,76,left,Claude Instant v1,command-light
1081,20,101,76,left,Claude v1,command-light
1082,20,100,76,left,Claude v1.2,command-light
1083,20,84,76,left,Claude v2,command-light
1084,20,76,19,tie,command-light,Code Llama Instruct (13B)
1085,20,20,76,left,Code Llama Instruct (34B),command-light
1086,20,76,18,right,command-light,Code Llama Instruct (7B)
1087,20,7,76,right,Dolly v2 (3B),command-light
1088,20,76,8,right,command-light,Dolly v2 (7B)
1089,20,31,76,left,Falcon Instruct (40B),command-light
1090,20,76,30,right,command-light,Falcon Instruct (7B)
1091,20,81,76,left,GPT 3.5 Turbo,command-light
1092,20,82,76,left,GPT 3.5 Turbo (16k),command-light
1093,20,80,76,left,GPT 4,command-light
1094,20,4,76,right,GPT-NeoXT-Chat-Base (20B),command-light
1095,20,76,34,right,command-light,Guanaco (65B)
1096,20,85,76,left,Jurassic 2 Light,command-light
1097,20,86,76,left,Jurassic 2 Mid,command-light
1098,20,76,87,right,command-light,Jurassic 2 Ultra
1099,20,23,76,tie,Koala (13B),command-light
1100,20,22,76,left,LLaMA 2 SFT v10 (70B),command-light
1101,20,76,16,tie,command-light,LLaMA-2-Chat (13B)
1102,20,17,76,left,LLaMA-2-Chat (70B),command-light
1103,20,15,76,tie,LLaMA-2-Chat (7B),command-light
1104,20,76,28,left,command-light,MPT-Chat (30B)
1105,20,76,27,tie,command-light,MPT-Chat (7B)
1106,20,76,96,right,command-light,Mythalion 13B
1107,20,11,76,left,MythoMax-L2 (13B),command-light
1108,20,14,76,left,Open-Assistant Pythia SFT-4 (12B),command-light
1109,20,76,94,right,command-light,PaLM 2 Bison
1110,20,76,95,right,command-light,PaLM 2 Bison (Code Chat)
1111,20,76,10,right,command-light,Platypus-2 Instruct (70B)
1112,20,76,2,right,command-light,Pythia-Chat-Base (7B)
1113,20,99,76,left,ReMM SLERP L2 13B,command-light
1114,20,76,12,tie,command-light,StarCoderChat Alpha (16B)
1115,20,25,76,left,Vicuna v1.3 (13B),command-light
1116,20,76,24,tie,command-light,Vicuna v1.3 (7B)
1117,20,26,76,left,Vicuna v1.5 (13B),command-light
1118,20,21,76,right,Vicuna-FastChat-T5 (3B),command-light
1119,20,76,75,right,command-light,command
1120,20,97,1,left,Airoboros L2 70B,RedPajama-INCITE Chat (3B)
1121,20,83,1,left,Claude Instant v1,RedPajama-INCITE Chat (3B)
1122,20,1,101,right,RedPajama-INCITE Chat (3B),Claude v1
1123,20,1,100,right,RedPajama-INCITE Chat (3B),Claude v1.2
1124,20,84,1,left,Claude v2,RedPajama-INCITE Chat (3B)
1125,20,19,1,left,Code Llama Instruct (13B),RedPajama-INCITE Chat (3B)
1126,20,1,20,right,RedPajama-INCITE Chat (3B),Code Llama Instruct (34B)
1127,20,1,18,right,RedPajama-INCITE Chat (3B),Code Llama Instruct (7B)
1128,20,1,7,right,RedPajama-INCITE Chat (3B),Dolly v2 (3B)
1129,20,1,8,right,RedPajama-INCITE Chat (3B),Dolly v2 (7B)
1130,20,4,1,left,GPT-NeoXT-Chat-Base (20B),RedPajama-INCITE Chat (3B)
1131,20,1,87,right,RedPajama-INCITE Chat (3B),Jurassic 2 Ultra
1132,20,1,23,right,RedPajama-INCITE Chat (3B),Koala (13B)
1133,20,17,1,left,LLaMA-2-Chat (70B),RedPajama-INCITE Chat (3B)
1134,20,1,27,right,RedPajama-INCITE Chat (3B),MPT-Chat (7B)
1135,20,11,1,left,MythoMax-L2 (13B),RedPajama-INCITE Chat (3B)
1136,20,9,29,right,Dolly v2 (12B),Alpaca (7B)
1137,20,9,18,right,Dolly v2 (12B),Code Llama Instruct (7B)
1138,20,88,5,right,Luminous Supreme,Chronos Hermes (13B)
1139,20,18,88,left,Code Llama Instruct (7B),Luminous Supreme
1140,20,88,8,right,Luminous Supreme,Dolly v2 (7B)
1141,20,31,88,left,Falcon Instruct (40B),Luminous Supreme
1142,20,30,88,left,Falcon Instruct (7B),Luminous Supreme
1143,20,22,88,left,LLaMA 2 SFT v10 (70B),Luminous Supreme
1144,20,16,88,left,LLaMA-2-Chat (13B),Luminous Supreme
1145,20,18,81,right,Code Llama Instruct (7B),GPT 3.5 Turbo
1146,20,82,18,left,GPT 3.5 Turbo (16k),Code Llama Instruct (7B)
1147,20,18,32,left,Code Llama Instruct (7B),Guanaco (13B)
1148,20,32,8,right,Guanaco (13B),Dolly v2 (7B)
1149,20,33,18,left,Guanaco (33B),Code Llama Instruct (7B)
1150,20,33,8,left,Guanaco (33B),Dolly v2 (7B)
1151,20,15,18,tie,LLaMA-2-Chat (7B),Code Llama Instruct (7B)
1152,20,18,13,left,Code Llama Instruct (7B),Open-Assistant StableLM SFT-7 (7B)
1153,20,13,8,tie,Open-Assistant StableLM SFT-7 (7B),Dolly v2 (7B)
1154,20,13,80,right,Open-Assistant StableLM SFT-7 (7B),GPT 4
1155,20,85,13,tie,Jurassic 2 Light,Open-Assistant StableLM SFT-7 (7B)
1156,20,13,86,right,Open-Assistant StableLM SFT-7 (7B),Jurassic 2 Mid
1157,20,28,13,left,MPT-Chat (30B),Open-Assistant StableLM SFT-7 (7B)
1158,20,6,18,right,Qwen-Chat (7B),Code Llama Instruct (7B)
1159,20,8,6,right,Dolly v2 (7B),Qwen-Chat (7B)
1160,20,3,18,tie,RedPajama-INCITE Chat (7B),Code Llama Instruct (7B)
1161,20,8,3,left,Dolly v2 (7B),RedPajama-INCITE Chat (7B)
1162,20,8,9,left,Dolly v2 (7B),Dolly v2 (12B)
1163,20,21,9,right,Vicuna-FastChat-T5 (3B),Dolly v2 (12B)
1164,20,32,21,right,Guanaco (13B),Vicuna-FastChat-T5 (3B)
1165,20,21,33,right,Vicuna-FastChat-T5 (3B),Guanaco (33B)
1166,20,21,88,right,Vicuna-FastChat-T5 (3B),Luminous Supreme
1167,20,21,13,tie,Vicuna-FastChat-T5 (3B),Open-Assistant StableLM SFT-7 (7B)
1168,20,6,21,left,Qwen-Chat (7B),Vicuna-FastChat-T5 (3B)
1169,20,1,21,right,RedPajama-INCITE Chat (3B),Vicuna-FastChat-T5 (3B)
1170,20,3,21,right,RedPajama-INCITE Chat (7B),Vicuna-FastChat-T5 (3B)
1171,20,9,34,right,Dolly v2 (12B),Guanaco (65B)
1172,20,9,10,right,Dolly v2 (12B),Platypus-2 Instruct (70B)
1173,20,88,96,right,Luminous Supreme,Mythalion 13B
1174,20,14,88,left,Open-Assistant Pythia SFT-4 (12B),Luminous Supreme
1175,20,94,88,left,PaLM 2 Bison,Luminous Supreme
1176,20,88,95,right,Luminous Supreme,PaLM 2 Bison (Code Chat)
1177,20,2,88,right,Pythia-Chat-Base (7B),Luminous Supreme
1178,20,99,88,left,ReMM SLERP L2 13B,Luminous Supreme
1179,20,26,88,left,Vicuna v1.5 (13B),Luminous Supreme
1180,20,12,13,tie,StarCoderChat Alpha (16B),Open-Assistant StableLM SFT-7 (7B)
1181,20,13,75,right,Open-Assistant StableLM SFT-7 (7B),command
1182,20,75,98,right,command,Weaver 12k
1183,20,25,1,left,Vicuna v1.3 (13B),RedPajama-INCITE Chat (3B)
1184,20,1,24,right,RedPajama-INCITE Chat (3B),Vicuna v1.3 (7B)
1185,20,79,1,left,command-nightly,RedPajama-INCITE Chat (3B)
1186,20,98,79,right,Weaver 12k,command-nightly
1187,20,76,79,right,command-light,command-nightly
1188,11,98,97,right,Weaver 12k,Airoboros L2 70B
1189,11,98,29,left,Weaver 12k,Alpaca (7B)
1190,11,5,98,left,Chronos Hermes (13B),Weaver 12k
1191,11,98,83,right,Weaver 12k,Claude Instant v1
1192,11,101,98,left,Claude v1,Weaver 12k
1193,11,98,100,right,Weaver 12k,Claude v1.2
1194,11,84,98,left,Claude v2,Weaver 12k
1195,11,19,98,left,Code Llama Instruct (13B),Weaver 12k
1196,11,20,98,left,Code Llama Instruct (34B),Weaver 12k
1197,11,18,98,left,Code Llama Instruct (7B),Weaver 12k
1198,11,9,98,right,Dolly v2 (12B),Weaver 12k
1199,11,7,98,right,Dolly v2 (3B),Weaver 12k
1200,11,98,8,right,Weaver 12k,Dolly v2 (7B)
1201,11,98,31,right,Weaver 12k,Falcon Instruct (40B)
1202,11,30,98,left,Falcon Instruct (7B),Weaver 12k
1203,11,81,98,left,GPT 3.5 Turbo,Weaver 12k
1204,11,98,82,right,Weaver 12k,GPT 3.5 Turbo (16k)
1205,11,80,98,left,GPT 4,Weaver 12k
1206,11,98,4,right,Weaver 12k,GPT-NeoXT-Chat-Base (20B)
1207,11,32,98,left,Guanaco (13B),Weaver 12k
1208,11,98,33,right,Weaver 12k,Guanaco (33B)
1209,11,98,34,right,Weaver 12k,Guanaco (65B)
1210,11,98,85,right,Weaver 12k,Jurassic 2 Light
1211,11,86,98,left,Jurassic 2 Mid,Weaver 12k
1212,11,98,87,right,Weaver 12k,Jurassic 2 Ultra
1213,11,98,23,right,Weaver 12k,Koala (13B)
1214,11,22,98,left,LLaMA 2 SFT v10 (70B),Weaver 12k
1215,11,98,16,right,Weaver 12k,LLaMA-2-Chat (13B)
1216,11,17,98,left,LLaMA-2-Chat (70B),Weaver 12k
1217,11,15,98,left,LLaMA-2-Chat (7B),Weaver 12k
1218,11,91,98,right,Luminous Base,Weaver 12k
1219,11,93,98,left,Luminous Base Control,Weaver 12k
1220,11,98,90,left,Weaver 12k,Luminous Extended
1221,11,98,92,right,Weaver 12k,Luminous Extended Control
1222,11,88,98,right,Luminous Supreme,Weaver 12k
1223,11,89,98,left,Luminous Supreme Control,Weaver 12k
1224,11,98,28,right,Weaver 12k,MPT-Chat (30B)
1225,11,98,27,right,Weaver 12k,MPT-Chat (7B)
1226,11,98,96,right,Weaver 12k,Mythalion 13B
1227,11,11,98,left,MythoMax-L2 (13B),Weaver 12k
1228,11,14,98,right,Open-Assistant Pythia SFT-4 (12B),Weaver 12k
1229,11,98,13,left,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
1230,11,94,98,left,PaLM 2 Bison,Weaver 12k
1231,11,98,95,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1232,11,98,10,right,Weaver 12k,Platypus-2 Instruct (70B)
1233,11,2,98,left,Pythia-Chat-Base (7B),Weaver 12k
1234,11,98,6,right,Weaver 12k,Qwen-Chat (7B)
1235,11,98,99,right,Weaver 12k,ReMM SLERP L2 13B
1236,11,1,98,left,RedPajama-INCITE Chat (3B),Weaver 12k
1237,11,3,98,left,RedPajama-INCITE Chat (7B),Weaver 12k
1238,11,98,12,right,Weaver 12k,StarCoderChat Alpha (16B)
1239,11,98,25,right,Weaver 12k,Vicuna v1.3 (13B)
1240,11,98,24,right,Weaver 12k,Vicuna v1.3 (7B)
1241,11,98,26,right,Weaver 12k,Vicuna v1.5 (13B)
1242,11,98,21,right,Weaver 12k,Vicuna-FastChat-T5 (3B)
1243,11,12,97,right,StarCoderChat Alpha (16B),Airoboros L2 70B
1244,11,29,12,right,Alpaca (7B),StarCoderChat Alpha (16B)
1245,11,12,5,right,StarCoderChat Alpha (16B),Chronos Hermes (13B)
1246,11,83,12,left,Claude Instant v1,StarCoderChat Alpha (16B)
1247,11,101,12,left,Claude v1,StarCoderChat Alpha (16B)
1248,11,12,100,right,StarCoderChat Alpha (16B),Claude v1.2
1249,11,12,84,right,StarCoderChat Alpha (16B),Claude v2
1250,11,12,19,right,StarCoderChat Alpha (16B),Code Llama Instruct (13B)
1251,11,20,12,left,Code Llama Instruct (34B),StarCoderChat Alpha (16B)
1252,11,18,12,left,Code Llama Instruct (7B),StarCoderChat Alpha (16B)
1253,11,12,8,right,StarCoderChat Alpha (16B),Dolly v2 (7B)
1254,11,12,31,right,StarCoderChat Alpha (16B),Falcon Instruct (40B)
1255,11,30,12,left,Falcon Instruct (7B),StarCoderChat Alpha (16B)
1256,11,12,81,right,StarCoderChat Alpha (16B),GPT 3.5 Turbo
1257,11,12,82,right,StarCoderChat Alpha (16B),GPT 3.5 Turbo (16k)
1258,11,80,12,left,GPT 4,StarCoderChat Alpha (16B)
1259,11,4,12,left,GPT-NeoXT-Chat-Base (20B),StarCoderChat Alpha (16B)
1260,11,32,12,left,Guanaco (13B),StarCoderChat Alpha (16B)
1261,11,12,34,right,StarCoderChat Alpha (16B),Guanaco (65B)
1262,11,85,12,left,Jurassic 2 Light,StarCoderChat Alpha (16B)
1263,11,12,86,right,StarCoderChat Alpha (16B),Jurassic 2 Mid
1264,11,12,87,right,StarCoderChat Alpha (16B),Jurassic 2 Ultra
1265,11,12,23,right,StarCoderChat Alpha (16B),Koala (13B)
1266,11,16,12,left,LLaMA-2-Chat (13B),StarCoderChat Alpha (16B)
1267,11,12,17,right,StarCoderChat Alpha (16B),LLaMA-2-Chat (70B)
1268,11,12,15,right,StarCoderChat Alpha (16B),LLaMA-2-Chat (7B)
1269,11,12,91,left,StarCoderChat Alpha (16B),Luminous Base
1270,11,12,93,right,StarCoderChat Alpha (16B),Luminous Base Control
1271,11,90,12,right,Luminous Extended,StarCoderChat Alpha (16B)
1272,11,12,92,right,StarCoderChat Alpha (16B),Luminous Extended Control
1273,11,12,89,right,StarCoderChat Alpha (16B),Luminous Supreme Control
1274,11,12,28,right,StarCoderChat Alpha (16B),MPT-Chat (30B)
1275,11,12,96,right,StarCoderChat Alpha (16B),Mythalion 13B
1276,11,12,13,left,StarCoderChat Alpha (16B),Open-Assistant StableLM SFT-7 (7B)
1277,11,12,94,right,StarCoderChat Alpha (16B),PaLM 2 Bison
1278,11,95,12,left,PaLM 2 Bison (Code Chat),StarCoderChat Alpha (16B)
1279,11,12,10,right,StarCoderChat Alpha (16B),Platypus-2 Instruct (70B)
1280,11,2,12,left,Pythia-Chat-Base (7B),StarCoderChat Alpha (16B)
1281,11,6,12,left,Qwen-Chat (7B),StarCoderChat Alpha (16B)
1282,11,99,12,left,ReMM SLERP L2 13B,StarCoderChat Alpha (16B)
1283,11,12,1,right,StarCoderChat Alpha (16B),RedPajama-INCITE Chat (3B)
1284,11,12,3,right,StarCoderChat Alpha (16B),RedPajama-INCITE Chat (7B)
1285,11,97,9,left,Airoboros L2 70B,Dolly v2 (12B)
1286,11,9,5,right,Dolly v2 (12B),Chronos Hermes (13B)
1287,11,83,9,left,Claude Instant v1,Dolly v2 (12B)
1288,11,9,101,right,Dolly v2 (12B),Claude v1
1289,11,9,100,right,Dolly v2 (12B),Claude v1.2
1290,11,84,9,left,Claude v2,Dolly v2 (12B)
1291,11,19,9,left,Code Llama Instruct (13B),Dolly v2 (12B)
1292,11,9,20,right,Dolly v2 (12B),Code Llama Instruct (34B)
1293,11,18,9,left,Code Llama Instruct (7B),Dolly v2 (12B)
1294,11,29,14,tie,Alpaca (7B),Open-Assistant Pythia SFT-4 (12B)
1295,11,14,19,right,Open-Assistant Pythia SFT-4 (12B),Code Llama Instruct (13B)
1296,11,20,14,left,Code Llama Instruct (34B),Open-Assistant Pythia SFT-4 (12B)
1297,11,19,7,right,Code Llama Instruct (13B),Dolly v2 (3B)
1298,11,7,20,right,Dolly v2 (3B),Code Llama Instruct (34B)
1299,11,19,33,right,Code Llama Instruct (13B),Guanaco (33B)
1300,11,33,20,right,Guanaco (33B),Code Llama Instruct (34B)
1301,11,19,22,right,Code Llama Instruct (13B),LLaMA 2 SFT v10 (70B)
1302,11,20,22,right,Code Llama Instruct (34B),LLaMA 2 SFT v10 (70B)
1303,11,88,19,right,Luminous Supreme,Code Llama Instruct (13B)
1304,11,20,88,right,Code Llama Instruct (34B),Luminous Supreme
1305,11,19,27,right,Code Llama Instruct (13B),MPT-Chat (7B)
1306,11,20,27,right,Code Llama Instruct (34B),MPT-Chat (7B)
1307,11,11,19,left,MythoMax-L2 (13B),Code Llama Instruct (13B)
1308,11,20,11,left,Code Llama Instruct (34B),MythoMax-L2 (13B)
1309,11,8,9,left,Dolly v2 (7B),Dolly v2 (12B)
1310,11,9,31,right,Dolly v2 (12B),Falcon Instruct (40B)
1311,11,30,9,left,Falcon Instruct (7B),Dolly v2 (12B)
1312,11,9,81,right,Dolly v2 (12B),GPT 3.5 Turbo
1313,11,9,82,right,Dolly v2 (12B),GPT 3.5 Turbo (16k)
1314,11,80,9,left,GPT 4,Dolly v2 (12B)
1315,11,4,9,left,GPT-NeoXT-Chat-Base (20B),Dolly v2 (12B)
1316,11,32,9,left,Guanaco (13B),Dolly v2 (12B)
1317,11,9,34,right,Dolly v2 (12B),Guanaco (65B)
1318,11,85,9,left,Jurassic 2 Light,Dolly v2 (12B)
1319,11,9,86,right,Dolly v2 (12B),Jurassic 2 Mid
1320,11,9,87,right,Dolly v2 (12B),Jurassic 2 Ultra
1321,11,9,23,right,Dolly v2 (12B),Koala (13B)
1322,11,16,9,left,LLaMA-2-Chat (13B),Dolly v2 (12B)
1323,11,9,17,tie,Dolly v2 (12B),LLaMA-2-Chat (70B)
1324,11,9,15,right,Dolly v2 (12B),LLaMA-2-Chat (7B)
1325,11,91,9,tie,Luminous Base,Dolly v2 (12B)
1326,11,93,9,left,Luminous Base Control,Dolly v2 (12B)
1327,11,9,90,tie,Dolly v2 (12B),Luminous Extended
1328,11,9,92,right,Dolly v2 (12B),Luminous Extended Control
1329,11,9,89,right,Dolly v2 (12B),Luminous Supreme Control
1330,11,28,9,left,MPT-Chat (30B),Dolly v2 (12B)
1331,11,9,96,right,Dolly v2 (12B),Mythalion 13B
1332,11,13,9,tie,Open-Assistant StableLM SFT-7 (7B),Dolly v2 (12B)
1333,11,9,94,right,Dolly v2 (12B),PaLM 2 Bison
1334,11,9,95,right,Dolly v2 (12B),PaLM 2 Bison (Code Chat)
1335,11,10,9,left,Platypus-2 Instruct (70B),Dolly v2 (12B)
1336,11,9,2,right,Dolly v2 (12B),Pythia-Chat-Base (7B)
1337,11,9,6,right,Dolly v2 (12B),Qwen-Chat (7B)
1338,11,99,9,left,ReMM SLERP L2 13B,Dolly v2 (12B)
1339,11,1,9,left,RedPajama-INCITE Chat (3B),Dolly v2 (12B)
1340,11,9,3,right,Dolly v2 (12B),RedPajama-INCITE Chat (7B)
1341,11,25,9,left,Vicuna v1.3 (13B),Dolly v2 (12B)
1342,11,12,25,right,StarCoderChat Alpha (16B),Vicuna v1.3 (13B)
1343,11,9,24,tie,Dolly v2 (12B),Vicuna v1.3 (7B)
1344,11,12,24,right,StarCoderChat Alpha (16B),Vicuna v1.3 (7B)
1345,11,26,9,right,Vicuna v1.5 (13B),Dolly v2 (12B)
1346,11,12,26,right,StarCoderChat Alpha (16B),Vicuna v1.5 (13B)
1347,11,9,21,tie,Dolly v2 (12B),Vicuna-FastChat-T5 (3B)
1348,11,21,12,right,Vicuna-FastChat-T5 (3B),StarCoderChat Alpha (16B)
1349,11,9,75,right,Dolly v2 (12B),command
1350,11,12,75,right,StarCoderChat Alpha (16B),command
1351,11,98,75,right,Weaver 12k,command
1352,11,76,9,left,command-light,Dolly v2 (12B)
1353,11,12,76,right,StarCoderChat Alpha (16B),command-light
1354,11,76,98,left,command-light,Weaver 12k
1355,11,79,9,left,command-nightly,Dolly v2 (12B)
1356,11,79,12,left,command-nightly,StarCoderChat Alpha (16B)
1357,11,98,79,right,Weaver 12k,command-nightly
1358,9,98,97,right,Weaver 12k,Airoboros L2 70B
1359,9,98,29,right,Weaver 12k,Alpaca (7B)
1360,9,5,98,left,Chronos Hermes (13B),Weaver 12k
1361,9,83,98,left,Claude Instant v1,Weaver 12k
1362,9,101,98,left,Claude v1,Weaver 12k
1363,9,98,100,right,Weaver 12k,Claude v1.2
1364,9,98,84,right,Weaver 12k,Claude v2
1365,9,19,98,left,Code Llama Instruct (13B),Weaver 12k
1366,9,98,20,right,Weaver 12k,Code Llama Instruct (34B)
1367,9,98,18,right,Weaver 12k,Code Llama Instruct (7B)
1368,9,98,9,right,Weaver 12k,Dolly v2 (12B)
1369,9,98,7,right,Weaver 12k,Dolly v2 (3B)
1370,9,98,8,right,Weaver 12k,Dolly v2 (7B)
1371,9,98,31,right,Weaver 12k,Falcon Instruct (40B)
1372,9,98,30,right,Weaver 12k,Falcon Instruct (7B)
1373,9,98,81,right,Weaver 12k,GPT 3.5 Turbo
1374,9,82,98,left,GPT 3.5 Turbo (16k),Weaver 12k
1375,9,80,98,left,GPT 4,Weaver 12k
1376,9,4,98,left,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1377,9,32,98,right,Guanaco (13B),Weaver 12k
1378,9,98,33,right,Weaver 12k,Guanaco (33B)
1379,9,34,98,left,Guanaco (65B),Weaver 12k
1380,9,85,98,left,Jurassic 2 Light,Weaver 12k
1381,9,98,86,right,Weaver 12k,Jurassic 2 Mid
