id,prompt,model_x,model_y,winner,left,right
423,18,99,12,right,ReMM SLERP L2 13B,StarCoderChat Alpha (16B)
424,18,12,3,left,StarCoderChat Alpha (16B),RedPajama-INCITE Chat (7B)
425,18,12,64,left,StarCoderChat Alpha (16B),StarCoder (16B)
426,18,88,97,right,Luminous Supreme,Airoboros L2 70B
427,18,88,29,right,Luminous Supreme,Alpaca (7B)
428,18,5,88,left,Chronos Hermes (13B),Luminous Supreme
429,18,88,83,right,Luminous Supreme,Claude Instant v1
430,18,100,88,left,Claude v1.2,Luminous Supreme
431,18,88,72,tie,Luminous Supreme,Code Llama Python (34B)
432,18,7,88,tie,Dolly v2 (3B),Luminous Supreme
433,18,31,88,left,Falcon Instruct (40B),Luminous Supreme
434,18,88,80,right,Luminous Supreme,GPT 4
435,18,88,32,right,Luminous Supreme,Guanaco (13B)
436,18,85,88,right,Jurassic 2 Light,Luminous Supreme
437,18,86,88,left,Jurassic 2 Mid,Luminous Supreme
438,18,88,87,right,Luminous Supreme,Jurassic 2 Ultra
439,18,101,14,left,Claude v1,Open-Assistant Pythia SFT-4 (12B)
440,18,14,68,left,Open-Assistant Pythia SFT-4 (12B),Code Llama (13B)
441,18,69,14,tie,Code Llama (34B),Open-Assistant Pythia SFT-4 (12B)
442,18,67,14,right,Code Llama (7B),Open-Assistant Pythia SFT-4 (12B)
443,18,14,19,right,Open-Assistant Pythia SFT-4 (12B),Code Llama Instruct (13B)
444,18,14,20,right,Open-Assistant Pythia SFT-4 (12B),Code Llama Instruct (34B)
445,18,14,18,right,Open-Assistant Pythia SFT-4 (12B),Code Llama Instruct (7B)
446,18,71,14,right,Code Llama Python (13B),Open-Assistant Pythia SFT-4 (12B)
447,18,70,14,right,Code Llama Python (7B),Open-Assistant Pythia SFT-4 (12B)
448,18,66,14,right,CodeGen2 (16B),Open-Assistant Pythia SFT-4 (12B)
449,18,14,65,right,Open-Assistant Pythia SFT-4 (12B),CodeGen2 (7B)
450,18,9,14,left,Dolly v2 (12B),Open-Assistant Pythia SFT-4 (12B)
451,18,8,14,left,Dolly v2 (7B),Open-Assistant Pythia SFT-4 (12B)
452,18,14,81,right,Open-Assistant Pythia SFT-4 (12B),GPT 3.5 Turbo
453,18,14,82,right,Open-Assistant Pythia SFT-4 (12B),GPT 3.5 Turbo (16k)
454,18,14,4,right,Open-Assistant Pythia SFT-4 (12B),GPT-NeoXT-Chat-Base (20B)
455,18,73,14,right,NSQL LLaMA-2 (7B),Open-Assistant Pythia SFT-4 (12B)
456,18,100,73,left,Claude v1.2,NSQL LLaMA-2 (7B)
457,18,73,84,right,NSQL LLaMA-2 (7B),Claude v2
458,18,73,30,left,NSQL LLaMA-2 (7B),Falcon Instruct (7B)
459,18,73,33,right,NSQL LLaMA-2 (7B),Guanaco (33B)
460,18,73,34,right,NSQL LLaMA-2 (7B),Guanaco (65B)
461,18,23,73,right,Koala (13B),NSQL LLaMA-2 (7B)
462,18,22,73,right,LLaMA 2 SFT v10 (70B),NSQL LLaMA-2 (7B)
463,18,73,16,right,NSQL LLaMA-2 (7B),LLaMA-2-Chat (13B)
464,18,73,17,right,NSQL LLaMA-2 (7B),LLaMA-2-Chat (70B)
465,18,15,73,right,LLaMA-2-Chat (7B),NSQL LLaMA-2 (7B)
466,18,88,73,right,Luminous Supreme,NSQL LLaMA-2 (7B)
467,18,73,28,right,NSQL LLaMA-2 (7B),MPT-Chat (30B)
468,18,73,96,right,NSQL LLaMA-2 (7B),Mythalion 13B
469,18,84,25,left,Claude v2,Vicuna v1.3 (13B)
470,18,25,30,right,Vicuna v1.3 (13B),Falcon Instruct (7B)
471,18,25,33,right,Vicuna v1.3 (13B),Guanaco (33B)
472,18,34,25,left,Guanaco (65B),Vicuna v1.3 (13B)
473,18,25,23,right,Vicuna v1.3 (13B),Koala (13B)
474,18,25,22,right,Vicuna v1.3 (13B),LLaMA 2 SFT v10 (70B)
475,18,16,25,left,LLaMA-2-Chat (13B),Vicuna v1.3 (13B)
476,18,17,25,left,LLaMA-2-Chat (70B),Vicuna v1.3 (13B)
477,18,88,25,right,Luminous Supreme,Vicuna v1.3 (13B)
478,18,25,28,right,Vicuna v1.3 (13B),MPT-Chat (30B)
479,18,96,25,left,Mythalion 13B,Vicuna v1.3 (13B)
480,18,14,25,right,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (13B)
481,18,13,25,left,Open-Assistant StableLM SFT-7 (7B),Vicuna v1.3 (13B)
482,18,25,1,tie,Vicuna v1.3 (13B),RedPajama-INCITE Chat (3B)
483,18,12,25,left,StarCoderChat Alpha (16B),Vicuna v1.3 (13B)
484,18,33,68,left,Guanaco (33B),Code Llama (13B)
485,18,23,68,left,Koala (13B),Code Llama (13B)
486,18,68,22,right,Code Llama (13B),LLaMA 2 SFT v10 (70B)
487,18,16,68,left,LLaMA-2-Chat (13B),Code Llama (13B)
488,18,68,96,right,Code Llama (13B),Mythalion 13B
489,18,68,13,right,Code Llama (13B),Open-Assistant StableLM SFT-7 (7B)
490,18,13,73,right,Open-Assistant StableLM SFT-7 (7B),NSQL LLaMA-2 (7B)
491,18,1,68,tie,RedPajama-INCITE Chat (3B),Code Llama (13B)
492,18,1,73,right,RedPajama-INCITE Chat (3B),NSQL LLaMA-2 (7B)
493,18,68,79,right,Code Llama (13B),command-nightly
494,18,79,73,left,command-nightly,NSQL LLaMA-2 (7B)
495,18,79,25,left,command-nightly,Vicuna v1.3 (13B)
496,18,21,34,right,Vicuna-FastChat-T5 (3B),Guanaco (65B)
497,18,21,17,right,Vicuna-FastChat-T5 (3B),LLaMA-2-Chat (70B)
498,18,21,88,right,Vicuna-FastChat-T5 (3B),Luminous Supreme
499,18,21,14,right,Vicuna-FastChat-T5 (3B),Open-Assistant Pythia SFT-4 (12B)
500,18,21,12,right,Vicuna-FastChat-T5 (3B),StarCoderChat Alpha (16B)
501,18,88,89,right,Luminous Supreme,Luminous Supreme Control
502,18,88,27,left,Luminous Supreme,MPT-Chat (7B)
503,18,11,88,left,MythoMax-L2 (13B),Luminous Supreme
504,18,94,88,left,PaLM 2 Bison,Luminous Supreme
505,18,95,88,left,PaLM 2 Bison (Code Chat),Luminous Supreme
506,18,10,88,left,Platypus-2 Instruct (70B),Luminous Supreme
507,18,88,6,right,Luminous Supreme,Qwen-Chat (7B)
508,18,99,88,left,ReMM SLERP L2 13B,Luminous Supreme
509,18,88,3,right,Luminous Supreme,RedPajama-INCITE Chat (7B)
510,18,88,24,right,Luminous Supreme,Vicuna v1.3 (7B)
511,18,12,24,left,StarCoderChat Alpha (16B),Vicuna v1.3 (7B)
512,18,74,88,left,WizardCoder Python v1.0 (34B),Luminous Supreme
513,18,74,12,left,WizardCoder Python v1.0 (34B),StarCoderChat Alpha (16B)
514,18,74,98,left,WizardCoder Python v1.0 (34B),Weaver 12k
515,18,88,75,right,Luminous Supreme,command
516,18,12,75,left,StarCoderChat Alpha (16B),command
517,18,98,75,right,Weaver 12k,command
518,18,88,76,right,Luminous Supreme,command-light
519,18,12,76,left,StarCoderChat Alpha (16B),command-light
520,18,98,76,left,Weaver 12k,command-light
521,18,2,14,left,Pythia-Chat-Base (7B),Open-Assistant Pythia SFT-4 (12B)
522,18,64,14,right,StarCoder (16B),Open-Assistant Pythia SFT-4 (12B)
523,18,26,14,left,Vicuna v1.5 (13B),Open-Assistant Pythia SFT-4 (12B)
524,18,12,26,left,StarCoderChat Alpha (16B),Vicuna v1.5 (13B)
525,19,9,97,left,Dolly v2 (12B),Airoboros L2 70B
526,19,5,9,right,Chronos Hermes (13B),Dolly v2 (12B)
527,19,9,69,left,Dolly v2 (12B),Code Llama (34B)
528,19,9,67,left,Dolly v2 (12B),Code Llama (7B)
529,19,9,20,right,Dolly v2 (12B),Code Llama Instruct (34B)
530,19,18,9,right,Code Llama Instruct (7B),Dolly v2 (12B)
531,19,9,71,right,Dolly v2 (12B),Code Llama Python (13B)
532,19,9,70,right,Dolly v2 (12B),Code Llama Python (7B)
533,19,73,97,left,NSQL LLaMA-2 (7B),Airoboros L2 70B
534,19,5,73,right,Chronos Hermes (13B),NSQL LLaMA-2 (7B)
535,19,67,73,right,Code Llama (7B),NSQL LLaMA-2 (7B)
536,19,20,73,left,Code Llama Instruct (34B),NSQL LLaMA-2 (7B)
537,19,73,18,right,NSQL LLaMA-2 (7B),Code Llama Instruct (7B)
538,19,73,71,right,NSQL LLaMA-2 (7B),Code Llama Python (13B)
539,19,73,70,right,NSQL LLaMA-2 (7B),Code Llama Python (7B)
540,19,32,73,right,Guanaco (13B),NSQL LLaMA-2 (7B)
541,19,73,33,right,NSQL LLaMA-2 (7B),Guanaco (33B)
542,19,73,34,right,NSQL LLaMA-2 (7B),Guanaco (65B)
543,19,73,85,right,NSQL LLaMA-2 (7B),Jurassic 2 Light
544,19,23,73,right,Koala (13B),NSQL LLaMA-2 (7B)
545,19,22,73,right,LLaMA 2 SFT v10 (70B),NSQL LLaMA-2 (7B)
546,19,16,73,right,LLaMA-2-Chat (13B),NSQL LLaMA-2 (7B)
547,19,73,17,right,NSQL LLaMA-2 (7B),LLaMA-2-Chat (70B)
548,19,15,73,right,LLaMA-2-Chat (7B),NSQL LLaMA-2 (7B)
549,19,88,73,right,Luminous Supreme,NSQL LLaMA-2 (7B)
550,19,89,73,right,Luminous Supreme Control,NSQL LLaMA-2 (7B)
551,19,73,28,left,NSQL LLaMA-2 (7B),MPT-Chat (30B)
552,19,25,97,right,Vicuna v1.3 (13B),Airoboros L2 70B
553,19,5,25,left,Chronos Hermes (13B),Vicuna v1.3 (13B)
554,19,18,25,left,Code Llama Instruct (7B),Vicuna v1.3 (13B)
555,19,25,33,right,Vicuna v1.3 (13B),Guanaco (33B)
556,19,34,25,left,Guanaco (65B),Vicuna v1.3 (13B)
557,19,16,25,left,LLaMA-2-Chat (13B),Vicuna v1.3 (13B)
558,19,25,17,right,Vicuna v1.3 (13B),LLaMA-2-Chat (70B)
559,19,15,25,left,LLaMA-2-Chat (7B),Vicuna v1.3 (13B)
560,19,28,25,left,MPT-Chat (30B),Vicuna v1.3 (13B)
561,19,14,25,left,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (13B)
562,19,25,13,right,Vicuna v1.3 (13B),Open-Assistant StableLM SFT-7 (7B)
563,19,10,25,left,Platypus-2 Instruct (70B),Vicuna v1.3 (13B)
564,19,1,25,left,RedPajama-INCITE Chat (3B),Vicuna v1.3 (13B)
565,19,29,98,right,Alpaca (7B),Weaver 12k
566,19,98,83,right,Weaver 12k,Claude Instant v1
567,19,98,101,right,Weaver 12k,Claude v1
568,19,98,100,right,Weaver 12k,Claude v1.2
569,19,84,98,left,Claude v2,Weaver 12k
570,19,98,68,right,Weaver 12k,Code Llama (13B)
571,19,98,69,left,Weaver 12k,Code Llama (34B)
572,19,67,98,right,Code Llama (7B),Weaver 12k
573,19,19,98,right,Code Llama Instruct (13B),Weaver 12k
574,19,98,20,right,Weaver 12k,Code Llama Instruct (34B)
575,19,71,98,left,Code Llama Python (13B),Weaver 12k
576,19,72,98,left,Code Llama Python (34B),Weaver 12k
577,19,98,70,right,Weaver 12k,Code Llama Python (7B)
578,19,98,66,left,Weaver 12k,CodeGen2 (16B)
579,19,65,98,right,CodeGen2 (7B),Weaver 12k
580,19,9,98,right,Dolly v2 (12B),Weaver 12k
581,19,98,7,left,Weaver 12k,Dolly v2 (3B)
582,19,8,98,left,Dolly v2 (7B),Weaver 12k
583,19,31,98,left,Falcon Instruct (40B),Weaver 12k
584,19,98,30,left,Weaver 12k,Falcon Instruct (7B)
585,19,81,98,left,GPT 3.5 Turbo,Weaver 12k
586,19,98,82,right,Weaver 12k,GPT 3.5 Turbo (16k)
587,19,80,98,left,GPT 4,Weaver 12k
588,19,98,4,left,Weaver 12k,GPT-NeoXT-Chat-Base (20B)
589,19,32,98,right,Guanaco (13B),Weaver 12k
590,19,85,98,right,Jurassic 2 Light,Weaver 12k
591,19,98,86,left,Weaver 12k,Jurassic 2 Mid
592,19,98,87,left,Weaver 12k,Jurassic 2 Ultra
593,19,23,98,left,Koala (13B),Weaver 12k
594,19,98,22,right,Weaver 12k,LLaMA 2 SFT v10 (70B)
595,19,88,98,right,Luminous Supreme,Weaver 12k
596,19,98,89,left,Weaver 12k,Luminous Supreme Control
597,19,27,98,right,MPT-Chat (7B),Weaver 12k
598,19,96,98,left,Mythalion 13B,Weaver 12k
599,19,98,11,left,Weaver 12k,MythoMax-L2 (13B)
600,19,73,98,right,NSQL LLaMA-2 (7B),Weaver 12k
601,19,98,94,left,Weaver 12k,PaLM 2 Bison
602,19,95,98,left,PaLM 2 Bison (Code Chat),Weaver 12k
603,19,2,98,left,Pythia-Chat-Base (7B),Weaver 12k
604,19,98,6,left,Weaver 12k,Qwen-Chat (7B)
605,19,98,99,right,Weaver 12k,ReMM SLERP L2 13B
606,19,3,98,right,RedPajama-INCITE Chat (7B),Weaver 12k
607,19,98,64,left,Weaver 12k,StarCoder (16B)
608,19,98,12,left,Weaver 12k,StarCoderChat Alpha (16B)
609,19,25,98,right,Vicuna v1.3 (13B),Weaver 12k
610,19,24,98,right,Vicuna v1.3 (7B),Weaver 12k
611,19,26,98,right,Vicuna v1.5 (13B),Weaver 12k
612,19,21,98,right,Vicuna-FastChat-T5 (3B),Weaver 12k
613,19,79,29,left,command-nightly,Alpaca (7B)
614,19,83,79,left,Claude Instant v1,command-nightly
615,19,101,79,left,Claude v1,command-nightly
616,19,100,79,left,Claude v1.2,command-nightly
617,19,79,84,right,command-nightly,Claude v2
618,19,79,68,right,command-nightly,Code Llama (13B)
619,19,79,19,left,command-nightly,Code Llama Instruct (13B)
620,19,79,72,left,command-nightly,Code Llama Python (34B)
621,19,65,79,right,CodeGen2 (7B),command-nightly
622,19,9,79,right,Dolly v2 (12B),command-nightly
623,19,7,79,right,Dolly v2 (3B),command-nightly
624,19,79,30,left,command-nightly,Falcon Instruct (7B)
625,19,79,81,right,command-nightly,GPT 3.5 Turbo
626,19,79,82,right,command-nightly,GPT 3.5 Turbo (16k)
627,19,79,80,right,command-nightly,GPT 4
628,19,4,79,right,GPT-NeoXT-Chat-Base (20B),command-nightly
629,19,87,79,right,Jurassic 2 Ultra,command-nightly
630,19,27,79,right,MPT-Chat (7B),command-nightly
631,19,79,96,left,command-nightly,Mythalion 13B
632,19,79,11,left,command-nightly,MythoMax-L2 (13B)
633,19,79,73,right,command-nightly,NSQL LLaMA-2 (7B)
634,19,64,79,right,StarCoder (16B),command-nightly
635,19,25,79,right,Vicuna v1.3 (13B),command-nightly
636,19,24,79,right,Vicuna v1.3 (7B),command-nightly
637,19,26,79,right,Vicuna v1.5 (13B),command-nightly
638,19,21,79,right,Vicuna-FastChat-T5 (3B),command-nightly
639,19,29,34,right,Alpaca (7B),Guanaco (65B)
640,19,34,83,right,Guanaco (65B),Claude Instant v1
641,19,34,101,right,Guanaco (65B),Claude v1
642,19,34,100,right,Guanaco (65B),Claude v1.2
643,19,34,84,right,Guanaco (65B),Claude v2
644,19,68,34,right,Code Llama (13B),Guanaco (65B)
645,19,19,34,right,Code Llama Instruct (13B),Guanaco (65B)
646,19,72,34,right,Code Llama Python (34B),Guanaco (65B)
647,19,34,66,left,Guanaco (65B),CodeGen2 (16B)
648,19,65,34,right,CodeGen2 (7B),Guanaco (65B)
649,19,9,34,right,Dolly v2 (12B),Guanaco (65B)
650,19,7,34,right,Dolly v2 (3B),Guanaco (65B)
651,19,8,34,right,Dolly v2 (7B),Guanaco (65B)
652,19,34,31,left,Guanaco (65B),Falcon Instruct (40B)
653,19,30,34,right,Falcon Instruct (7B),Guanaco (65B)
654,19,81,34,left,GPT 3.5 Turbo,Guanaco (65B)
655,19,82,34,left,GPT 3.5 Turbo (16k),Guanaco (65B)
656,19,80,34,left,GPT 4,Guanaco (65B)
657,19,34,4,left,Guanaco (65B),GPT-NeoXT-Chat-Base (20B)
658,19,69,18,right,Code Llama (34B),Code Llama Instruct (7B)
659,19,18,94,left,Code Llama Instruct (7B),PaLM 2 Bison
660,19,94,34,right,PaLM 2 Bison,Guanaco (65B)
661,19,18,2,left,Code Llama Instruct (7B),Pythia-Chat-Base (7B)
662,19,2,34,left,Pythia-Chat-Base (7B),Guanaco (65B)
663,19,99,18,left,ReMM SLERP L2 13B,Code Llama Instruct (7B)
664,19,99,34,right,ReMM SLERP L2 13B,Guanaco (65B)
665,19,18,64,left,Code Llama Instruct (7B),StarCoder (16B)
666,19,66,1,left,CodeGen2 (16B),RedPajama-INCITE Chat (3B)
667,19,9,1,tie,Dolly v2 (12B),RedPajama-INCITE Chat (3B)
668,19,1,8,right,RedPajama-INCITE Chat (3B),Dolly v2 (7B)
669,19,1,31,right,RedPajama-INCITE Chat (3B),Falcon Instruct (40B)
670,19,1,86,right,RedPajama-INCITE Chat (3B),Jurassic 2 Mid
671,19,73,1,left,NSQL LLaMA-2 (7B),RedPajama-INCITE Chat (3B)
672,19,1,6,right,RedPajama-INCITE Chat (3B),Qwen-Chat (7B)
673,19,9,32,right,Dolly v2 (12B),Guanaco (13B)
674,19,33,9,right,Guanaco (33B),Dolly v2 (12B)
675,19,85,9,right,Jurassic 2 Light,Dolly v2 (12B)
676,19,23,9,right,Koala (13B),Dolly v2 (12B)
677,19,9,22,right,Dolly v2 (12B),LLaMA 2 SFT v10 (70B)
678,19,9,16,right,Dolly v2 (12B),LLaMA-2-Chat (13B)
679,19,17,9,right,LLaMA-2-Chat (70B),Dolly v2 (12B)
680,19,15,9,right,LLaMA-2-Chat (7B),Dolly v2 (12B)
681,19,9,88,left,Dolly v2 (12B),Luminous Supreme
682,19,89,9,right,Luminous Supreme Control,Dolly v2 (12B)
683,19,28,9,right,MPT-Chat (30B),Dolly v2 (12B)
684,19,9,14,right,Dolly v2 (12B),Open-Assistant Pythia SFT-4 (12B)
685,19,73,14,left,NSQL LLaMA-2 (7B),Open-Assistant Pythia SFT-4 (12B)
686,19,9,13,left,Dolly v2 (12B),Open-Assistant StableLM SFT-7 (7B)
687,19,73,13,right,NSQL LLaMA-2 (7B),Open-Assistant StableLM SFT-7 (7B)
688,19,95,9,right,PaLM 2 Bison (Code Chat),Dolly v2 (12B)
689,19,73,95,right,NSQL LLaMA-2 (7B),PaLM 2 Bison (Code Chat)
690,19,9,10,right,Dolly v2 (12B),Platypus-2 Instruct (70B)
691,19,73,10,right,NSQL LLaMA-2 (7B),Platypus-2 Instruct (70B)
692,19,3,9,right,RedPajama-INCITE Chat (7B),Dolly v2 (12B)
693,19,73,3,left,NSQL LLaMA-2 (7B),RedPajama-INCITE Chat (7B)
694,19,12,9,right,StarCoderChat Alpha (16B),Dolly v2 (12B)
695,19,73,12,left,NSQL LLaMA-2 (7B),StarCoderChat Alpha (16B)
696,19,75,9,right,command,Dolly v2 (12B)
697,19,75,73,right,command,NSQL LLaMA-2 (7B)
698,19,75,25,left,command,Vicuna v1.3 (13B)
699,19,9,76,right,Dolly v2 (12B),command-light
700,19,73,76,right,NSQL LLaMA-2 (7B),command-light
701,19,25,76,right,Vicuna v1.3 (13B),command-light
702,19,34,86,left,Guanaco (65B),Jurassic 2 Mid
703,19,34,87,left,Guanaco (65B),Jurassic 2 Ultra
704,19,34,27,left,Guanaco (65B),MPT-Chat (7B)
705,19,96,34,right,Mythalion 13B,Guanaco (65B)
706,19,11,34,right,MythoMax-L2 (13B),Guanaco (65B)
707,19,34,6,left,Guanaco (65B),Qwen-Chat (7B)
708,19,24,34,right,Vicuna v1.3 (7B),Guanaco (65B)
709,19,26,34,right,Vicuna v1.5 (13B),Guanaco (65B)
710,19,34,21,left,Guanaco (65B),Vicuna-FastChat-T5 (3B)
711,19,74,34,left,WizardCoder Python v1.0 (34B),Guanaco (65B)
712,19,74,1,left,WizardCoder Python v1.0 (34B),RedPajama-INCITE Chat (3B)
713,19,74,98,left,WizardCoder Python v1.0 (34B),Weaver 12k
714,13,98,97,right,Weaver 12k,Airoboros L2 70B
715,13,29,98,left,Alpaca (7B),Weaver 12k
716,13,98,5,right,Weaver 12k,Chronos Hermes (13B)
717,13,98,83,right,Weaver 12k,Claude Instant v1
718,13,98,101,right,Weaver 12k,Claude v1
719,13,100,98,left,Claude v1.2,Weaver 12k
720,13,98,84,right,Weaver 12k,Claude v2
721,13,19,98,right,Code Llama Instruct (13B),Weaver 12k
722,13,20,98,left,Code Llama Instruct (34B),Weaver 12k
723,13,18,98,left,Code Llama Instruct (7B),Weaver 12k
724,13,9,98,left,Dolly v2 (12B),Weaver 12k
725,13,98,7,right,Weaver 12k,Dolly v2 (3B)
726,13,8,98,left,Dolly v2 (7B),Weaver 12k
727,13,31,98,left,Falcon Instruct (40B),Weaver 12k
728,13,30,98,tie,Falcon Instruct (7B),Weaver 12k
729,13,81,98,left,GPT 3.5 Turbo,Weaver 12k
730,13,82,98,left,GPT 3.5 Turbo (16k),Weaver 12k
731,13,98,80,right,Weaver 12k,GPT 4
732,13,4,98,left,GPT-NeoXT-Chat-Base (20B),Weaver 12k
733,13,32,98,left,Guanaco (13B),Weaver 12k
734,13,98,33,right,Weaver 12k,Guanaco (33B)
735,13,98,34,right,Weaver 12k,Guanaco (65B)
736,13,98,85,right,Weaver 12k,Jurassic 2 Light
737,13,98,86,right,Weaver 12k,Jurassic 2 Mid
738,13,87,98,left,Jurassic 2 Ultra,Weaver 12k
739,13,98,23,right,Weaver 12k,Koala (13B)
740,13,22,98,left,LLaMA 2 SFT v10 (70B),Weaver 12k
741,13,98,16,right,Weaver 12k,LLaMA-2-Chat (13B)
742,13,98,17,right,Weaver 12k,LLaMA-2-Chat (70B)
743,13,98,15,right,Weaver 12k,LLaMA-2-Chat (7B)
744,13,91,98,left,Luminous Base,Weaver 12k
745,13,98,93,right,Weaver 12k,Luminous Base Control
746,13,92,98,left,Luminous Extended Control,Weaver 12k
747,13,98,88,tie,Weaver 12k,Luminous Supreme
748,13,89,98,left,Luminous Supreme Control,Weaver 12k
749,13,98,28,right,Weaver 12k,MPT-Chat (30B)
750,13,27,98,left,MPT-Chat (7B),Weaver 12k
751,13,98,96,right,Weaver 12k,Mythalion 13B
752,13,98,11,right,Weaver 12k,MythoMax-L2 (13B)
753,13,14,98,left,Open-Assistant Pythia SFT-4 (12B),Weaver 12k
754,13,13,98,left,Open-Assistant StableLM SFT-7 (7B),Weaver 12k
755,13,94,98,left,PaLM 2 Bison,Weaver 12k
756,13,95,98,left,PaLM 2 Bison (Code Chat),Weaver 12k
757,13,10,98,left,Platypus-2 Instruct (70B),Weaver 12k
758,13,98,2,right,Weaver 12k,Pythia-Chat-Base (7B)
759,13,98,6,right,Weaver 12k,Qwen-Chat (7B)
760,13,98,99,right,Weaver 12k,ReMM SLERP L2 13B
761,13,1,98,right,RedPajama-INCITE Chat (3B),Weaver 12k
762,13,98,3,right,Weaver 12k,RedPajama-INCITE Chat (7B)
763,13,98,12,right,Weaver 12k,StarCoderChat Alpha (16B)
764,13,25,98,left,Vicuna v1.3 (13B),Weaver 12k
765,13,98,24,right,Weaver 12k,Vicuna v1.3 (7B)
766,13,98,26,right,Weaver 12k,Vicuna v1.5 (13B)
767,13,21,98,left,Vicuna-FastChat-T5 (3B),Weaver 12k
768,13,97,90,left,Airoboros L2 70B,Luminous Extended
769,13,29,90,left,Alpaca (7B),Luminous Extended
770,13,5,90,left,Chronos Hermes (13B),Luminous Extended
771,13,83,90,left,Claude Instant v1,Luminous Extended
772,13,101,90,left,Claude v1,Luminous Extended
773,13,100,90,left,Claude v1.2,Luminous Extended
774,13,90,84,right,Luminous Extended,Claude v2
775,13,90,19,right,Luminous Extended,Code Llama Instruct (13B)
776,13,20,90,left,Code Llama Instruct (34B),Luminous Extended
777,13,90,18,right,Luminous Extended,Code Llama Instruct (7B)
778,13,90,9,right,Luminous Extended,Dolly v2 (12B)
779,13,7,90,left,Dolly v2 (3B),Luminous Extended
780,13,8,90,left,Dolly v2 (7B),Luminous Extended
781,13,31,90,left,Falcon Instruct (40B),Luminous Extended
782,13,90,30,right,Luminous Extended,Falcon Instruct (7B)
783,13,81,90,left,GPT 3.5 Turbo,Luminous Extended
784,13,82,90,left,GPT 3.5 Turbo (16k),Luminous Extended
785,13,80,90,left,GPT 4,Luminous Extended
786,13,4,90,left,GPT-NeoXT-Chat-Base (20B),Luminous Extended
787,13,90,32,right,Luminous Extended,Guanaco (13B)
788,13,90,33,right,Luminous Extended,Guanaco (33B)
789,13,90,34,right,Luminous Extended,Guanaco (65B)
790,13,90,85,right,Luminous Extended,Jurassic 2 Light
791,13,90,86,right,Luminous Extended,Jurassic 2 Mid
792,13,90,87,right,Luminous Extended,Jurassic 2 Ultra
793,13,23,90,tie,Koala (13B),Luminous Extended
794,13,90,22,right,Luminous Extended,LLaMA 2 SFT v10 (70B)
795,13,16,90,left,LLaMA-2-Chat (13B),Luminous Extended
796,13,90,17,right,Luminous Extended,LLaMA-2-Chat (70B)
797,13,15,90,left,LLaMA-2-Chat (7B),Luminous Extended
798,13,93,90,tie,Luminous Base Control,Luminous Extended
799,13,91,97,right,Luminous Base,Airoboros L2 70B
800,13,91,29,right,Luminous Base,Alpaca (7B)
801,13,91,5,right,Luminous Base,Chronos Hermes (13B)
802,13,83,91,left,Claude Instant v1,Luminous Base
803,13,91,101,right,Luminous Base,Claude v1
804,13,91,100,right,Luminous Base,Claude v1.2
805,13,84,91,left,Claude v2,Luminous Base
806,13,19,91,right,Code Llama Instruct (13B),Luminous Base
807,13,20,91,right,Code Llama Instruct (34B),Luminous Base
808,13,18,91,left,Code Llama Instruct (7B),Luminous Base
809,13,91,9,right,Luminous Base,Dolly v2 (12B)
810,13,7,91,left,Dolly v2 (3B),Luminous Base
811,13,91,8,right,Luminous Base,Dolly v2 (7B)
812,13,31,91,right,Falcon Instruct (40B),Luminous Base
813,13,30,91,right,Falcon Instruct (7B),Luminous Base
814,13,81,91,left,GPT 3.5 Turbo,Luminous Base
815,13,82,91,left,GPT 3.5 Turbo (16k),Luminous Base
816,13,80,91,left,GPT 4,Luminous Base
817,13,91,4,right,Luminous Base,GPT-NeoXT-Chat-Base (20B)
818,13,91,32,right,Luminous Base,Guanaco (13B)
819,13,91,33,left,Luminous Base,Guanaco (33B)
820,13,91,34,right,Luminous Base,Guanaco (65B)
821,13,91,85,right,Luminous Base,Jurassic 2 Light
822,13,86,91,left,Jurassic 2 Mid,Luminous Base
823,13,91,87,right,Luminous Base,Jurassic 2 Ultra
824,13,91,23,right,Luminous Base,Koala (13B)
825,13,22,91,left,LLaMA 2 SFT v10 (70B),Luminous Base
826,13,91,16,right,Luminous Base,LLaMA-2-Chat (13B)
827,13,17,91,left,LLaMA-2-Chat (70B),Luminous Base
828,13,91,15,right,Luminous Base,LLaMA-2-Chat (7B)
829,13,88,19,tie,Luminous Supreme,Code Llama Instruct (13B)
830,13,20,88,left,Code Llama Instruct (34B),Luminous Supreme
831,13,19,12,tie,Code Llama Instruct (13B),StarCoderChat Alpha (16B)
832,13,12,20,right,StarCoderChat Alpha (16B),Code Llama Instruct (34B)
833,13,14,12,left,Open-Assistant Pythia SFT-4 (12B),StarCoderChat Alpha (16B)
834,13,93,91,right,Luminous Base Control,Luminous Base
835,13,91,92,right,Luminous Base,Luminous Extended Control
836,13,92,90,tie,Luminous Extended Control,Luminous Extended
837,13,89,91,left,Luminous Supreme Control,Luminous Base
838,13,89,90,left,Luminous Supreme Control,Luminous Extended
839,13,91,28,right,Luminous Base,MPT-Chat (30B)
840,13,90,28,right,Luminous Extended,MPT-Chat (30B)
841,13,27,91,left,MPT-Chat (7B),Luminous Base
842,13,90,27,right,Luminous Extended,MPT-Chat (7B)
843,13,91,96,right,Luminous Base,Mythalion 13B
844,13,90,96,right,Luminous Extended,Mythalion 13B
